NUMBER_1,X_WORLD_1,Y_WORLD_1,X_IMAGE_1,Y_IMAGE_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO_1,MAGERR_ISO_1,BACKGROUND_1,THRESHOLD_1,FLUX_MAX_1,ISOAREA_IMAGE_1,THETA_IMAGE_1,FLAGS_1,ELONGATION_1,ELLIPTICITY_1,NUMBER_2,X_WORLD_2,Y_WORLD_2,X_IMAGE_2,Y_IMAGE_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO_2,MAGERR_ISO_2,BACKGROUND_2,THRESHOLD_2,FLUX_MAX_2,ISOAREA_IMAGE_2,THETA_IMAGE_2,FLAGS_2,ELONGATION_2,ELLIPTICITY_2,Separation,B_V
1057,154.45826019180677,-46.28362843509578,2637.203,895.0372,2523.5361,61.694023,20.268976,0.02654993,96.13607,68.92337,122.74259,27,-14.762773,0,1.2645226,0.20918769,1200,154.4583320432291,-46.283642994330904,2637.66,895.176,6863.997,119.49845,19.648558,0.018906668,240.18329,152.23218,322.4756,32,69.645966,0,1.159042,0.13721848,0.186286057981507,0.62041855
1058,154.54668511943822,-46.288209928691444,3200.8389,943.1577,503499.06,725.69525,14.519004,0.0015652563,97.403,68.92337,9446.181,487,8.148523,0,1.0976667,0.08897662,1189,154.54676547327915,-46.28823527141394,3201.3489,943.3972,2433274.2,1610.8386,13.274522,7.1893696E-4,242.42519,152.23218,46968.26,697,1.5629696,0,1.02012,0.019723177,0.21973277069402689,1.244482
1059,154.46001860434316,-46.28620878409118,2648.187,918.96606,47489.81,236.22672,17.082499,0.0054020477,95.99139,68.92337,985.71204,175,-15.841882,0,1.1836927,0.15518612,1203,154.46008803529634,-46.28624918224274,2648.6262,919.3433,147352.92,443.5255,16.319103,0.00326881,239.8894,152.23218,3249.6924,213,-27.294102,0,1.1639476,0.14085478,0.22580229219289707,0.7633953
1060,154.57032557101786,-46.284820389839204,3351.9873,913.5343,30228.184,190.54851,17.57297,0.0068457862,96.75458,68.92337,694.7052,128,1.5455772,0,1.0795041,0.07364875,1197,154.57042987978286,-46.284841422380325,3352.6506,913.7359,98470.93,367.85675,16.75673,0.004056958,239.37259,152.23218,2199.8533,159,-60.734436,0,1.079388,0.07354915,0.2703267488944897,0.8162403
1061,154.24968635885497,-46.285225044362214,1306.504,898.5184,2275.4385,58.44264,20.381338,0.027892957,92.842636,68.92337,124.50728,24,1.2861972,0,1.0117049,0.0115695,1205,154.24973058639353,-46.28531628283277,1306.7802,899.3626,9736.211,140.36133,19.269024,0.015656235,238.86333,152.23218,340.90726,43,82.94846,0,1.210793,0.17409497,0.3463984227118434,1.1123142
1063,154.4027374862687,-46.285978596121026,2282.8027,913.3929,15221.364,139.80077,18.317865,0.009974377,94.85809,68.92337,372.23874,91,-16.297003,0,1.0814085,0.07528001,1214,154.40280434603858,-46.28601285899722,2283.2263,913.7131,35456.793,238.766,17.865751,0.007313123,239.28465,152.23218,937.13574,93,-67.05399,0,1.0274303,0.026697934,0.2070785318753296,0.4521141
1064,154.5462622978059,-46.28447898295005,3198.5168,908.6884,4670.1714,82.22141,19.600668,0.019119738,97.85905,68.92337,151.94966,44,-30.723274,2,1.1964946,0.16422522,1222,154.54641733441096,-46.28451028078265,3199.5027,908.9881,10018.241,138.04474,19.238022,0.014964362,242.70543,152.23218,369.54486,39,-58.88083,2,1.2902814,0.22497523,0.4018323574791741,0.3626461
1065,154.24853945546587,-46.28795279442989,1299.008,923.6465,18328.406,156.53743,18.116188,0.009275201,92.93071,68.92337,293.90323,130,-61.235363,0,1.4400681,0.30558842,1211,154.24870577445037,-46.28789975928898,1300.0725,923.1645,50103.49,292.11115,17.49033,0.006331549,238.98444,152.23218,706.3574,152,-57.70308,0,1.5667162,0.36172235,0.45568287561428966,0.6258583
1066,154.117927099125,-46.287582037429125,465.83597,914.96954,11134.299,122.01286,18.657343,0.011900702,92.34417,68.92337,262.06204,79,-11.609503,0,1.1142976,0.10257375,1218,154.11796733762142,-46.28760219046319,466.09164,915.157,25414.297,207.42955,18.227304,0.008863849,231.95247,152.23218,642.98663,76,61.538506,0,1.1645923,0.14133036,0.12362941571770915,0.43003845
1068,154.5841198826485,-46.284655294124825,3440.0015,913.0027,10180.232,116.62137,18.754606,0.012440856,96.746086,68.92337,279.21045,72,12.3299265,0,1.1293973,0.11457199,1213,154.58420729254073,-46.28467554505404,3440.557,913.196,31899.514,227.66138,17.98054,0.0077505964,238.97034,152.23218,837.92737,86,-65.82509,0,1.0588017,0.05553603,0.22935955315569664,0.7740669
1069,154.5451261616479,-46.28468492818432,3191.2485,910.5106,7303.8276,101.93923,19.115124,0.015157259,97.91247,68.92337,190.04929,65,2.1738813,2,1.2971572,0.22908336,1210,154.54518708675423,-46.284705392329926,3191.635,910.70374,27822.262,221.68202,18.129019,0.008653023,242.78664,152.23218,635.1383,92,-4.3035936,2,1.352242,0.26048738,0.16852904389237763,0.98610497
1070,154.25789521685573,-46.285141794686815,1358.877,898.1267,614.23755,31.532078,21.80316,0.05575015,93.236786,68.92337,91.06912,8,45.134407,0,1.2616897,0.20741206,1212,154.2579102085918,-46.285153739979364,1358.9718,898.2377,4002.0796,92.93549,20.234285,0.025218876,239.70305,152.23218,243.37071,20,43.150322,0,1.2813885,0.21959656,0.05692402322328923,1.5688744
1071,154.30727902627243,-46.286849645535256,1673.7899,916.27374,12516.582,128.10907,18.530285,0.01111537,94.62828,68.92337,318.79382,82,11.529182,0,1.1012709,0.091958225,1223,154.30736618738572,-46.286885151337586,1674.3434,916.6059,30142.246,223.7687,18.04206,0.0080622,241.38052,152.23218,783.714,86,48.91782,0,1.1476651,0.12866575,0.2517071677824252,0.48822403
1072,154.11495231396495,-46.287211947288874,446.87775,911.44946,7961.8936,104.43735,19.02146,0.014245224,92.43058,68.92337,221.70966,62,-4.7397346,0,1.1117071,0.100482464,1215,154.11497122700507,-46.28723212048164,446.9974,911.63635,25260.535,207.05858,18.233894,0.008901855,231.6689,152.23218,634.18494,76,58.434685,0,1.1645284,0.14128321,0.08653307518088803,0.78756523
1073,154.06281596953025,-46.28603383783237,114.337326,898.8723,697.6729,33.544174,21.664871,0.052214973,95.52371,68.92337,89.63445,9,20.04022,0,1.3709117,0.27055848,1216,154.06282793933636,-46.28603288453127,114.41373,898.8639,2789.888,79.15859,20.626034,0.030813508,230.4496,152.23218,213.31718,15,50.238853,0,1.3145466,0.23928142,0.029975719981099606,1.0388374
1074,154.28275004693623,-46.28832095078639,1517.2133,928.64813,39384.53,216.54149,17.285686,0.005970975,96.68976,68.92337,778.6453,158,-4.042601,0,1.0824591,0.0761776,1220,154.28279536641588,-46.28834233920628,1517.5009,928.8478,119409.48,403.1306,16.547403,0.0036663744,248.02753,152.23218,2540.3704,186,70.33191,0,1.0719885,0.06715417,0.13652619520010637,0.73828316
1075,154.5869323474198,-46.28479595205206,3457.928,914.50525,8031.809,104.31715,19.011967,0.01410497,96.77218,68.92337,241.26138,60,1.0308945,0,1.1093184,0.09854549,1217,154.5870304902264,-46.28481559595979,3458.552,914.6937,29655.014,222.67734,18.059755,0.008154695,238.90256,152.23218,776.58203,86,-57.700233,0,1.0623176,0.058661997,0.2542010874446243,0.9522114
1076,154.1615723291253,-46.28656291771345,744.31396,907.16486,1740.1663,51.867645,20.672523,0.032369472,92.28881,68.92337,118.202324,20,-26.140114,0,1.2099011,0.17348611,1227,154.16158486739278,-46.28661164914992,744.39124,907.6152,6681.6577,116.76492,19.67779,0.01897833,234.52005,152.23218,320.1214,30,45.58353,0,1.1170794,0.10480845,0.17818465478855272,0.9947338
1077,154.12199315413784,-46.287496405341145,491.77856,914.3219,3509.7676,72.24903,19.910805,0.022355454,92.26505,68.92337,136.26456,36,-25.612772,0,1.0916499,0.08395541,1233,154.12204068326488,-46.287501470670556,492.08148,914.37036,8323.343,129.99214,19.439255,0.01696091,232.2144,152.23218,351.26312,37,57.649845,0,1.0907681,0.08321488,0.1196381885206863,0.47155
1078,154.14291682298634,-46.28654568685803,625.30585,906.3018,824.31146,36.04656,21.483772,0.047490012,92.16972,68.92337,93.399536,10,-43.771145,0,1.2690854,0.21203095,1226,154.14292741901554,-46.28660245916835,625.3704,906.8263,5807.9385,110.8911,19.829945,0.020735022,233.84291,152.23218,281.18692,28,22.058935,0,1.1289371,0.11421108,0.2060732839168962,1.6538277
1079,154.34416911606505,-46.28757044711457,1909.061,924.8346,19277.729,155.16335,18.061361,0.00874104,94.842995,68.92337,465.8086,101,-5.291852,0,1.088025,0.08090341,1198,154.3442146874337,-46.28760604986155,1909.349,925.1657,66703.836,314.87827,17.179623,0.005126509,240.90623,152.23218,1537.5165,128,62.451218,0,1.0587758,0.055512965,0.1711146328574577,0.88173866
1080,154.43725710379033,-46.28621360987277,2502.9883,917.60876,6965.051,98.35037,19.166689,0.015334921,96.34398,68.92337,215.38951,57,5.5593224,0,1.125501,0.11150682,1228,154.43733559080502,-46.28623230713169,2503.4873,917.78613,16277.794,171.71877,18.71101,0.011456502,241.78247,152.23218,523.28125,57,-78.63775,0,1.0737554,0.06868923,0.20653618137282406,0.45567894
1081,154.21942681766936,-46.28745140478625,1113.3278,917.72797,7586.7173,101.92876,19.073866,0.014590583,91.9406,68.92337,228.64375,59,-5.895331,0,1.1144996,0.102736294,1229,154.2194812504217,-46.28748768300954,1113.6727,918.06525,18158.277,179.0616,18.592314,0.010709215,235.94241,152.23218,535.29047,60,59.81723,0,1.1170404,0.10477728,0.1881328283516532,0.48155212
1082,154.52463739111178,-46.285051591205246,3060.5098,912.49115,3144.74,68.29991,20.030039,0.023586594,97.86871,68.92337,149.1057,32,4.1010456,0,1.0092357,0.00915122,1219,154.5247036936804,-46.28506832411441,3060.931,912.6501,28348.404,216.00084,18.108679,0.008274783,242.78484,152.23218,843.5873,79,-75.198845,0,1.0466642,0.044583738,0.17560629228492536,1.92136
1083,154.61788537689054,-46.28404503613567,3655.4653,909.86316,1481.0233,48.333225,20.847595,0.035441633,98.25281,68.92337,100.00842,18,38.966,0,1.4552486,0.31283218,1221,154.61807862531472,-46.28413979173888,3656.6877,910.7524,10546.59,148.77469,19.18222,0.015319578,240.54951,152.23218,304.01392,50,61.389706,0,1.5616953,0.35967028,0.5895039255973572,1.6653748
1084,154.6114036756465,-46.28385520451713,3614.1372,907.62506,1503.8767,48.07754,20.830969,0.034718413,97.00684,68.92337,115.51819,17,14.397142,0,1.2696763,0.2123977,1230,154.61154141104987,-46.28389435690087,3615.0117,907.99677,4271.064,95.591515,20.16366,0.024305977,238.89859,152.23218,267.34106,21,-39.72287,0,1.010159,0.010056794,0.37052853764363064,0.6673088
1085,154.12026886301916,-46.28931828091516,480.68634,931.07947,26669.936,181.36427,17.708944,0.0073851547,92.32709,68.92337,515.0048,131,-9.139788,0,1.0596671,0.056307435,1231,154.1203130146115,-46.28935035426559,480.96634,931.3771,68550.195,316.3348,17.149979,0.0050115045,232.42789,152.23218,1428.337,136,58.797203,0,1.126875,0.112590194,0.1593596592970661,0.5589657
1086,154.33349703591378,-46.28640629133924,1841.0717,913.5252,3736.5642,74.12303,19.84282,0.021543216,94.85889,68.92337,175.94984,37,-8.0297985,0,1.1450073,0.12664312,1232,154.3335691466223,-46.286440856185216,1841.529,913.8481,8278.79,127.11478,19.445082,0.016674737,240.90308,152.23218,398.05142,34,64.607376,0,1.117116,0.104837775,0.21832727877968064,0.3977375
1087,154.38920959967717,-46.286160692106534,2196.4907,914.298,3113.8213,67.371735,20.040766,0.023497079,95.49645,68.92337,145.62257,30,0.9062193,0,1.0801014,0.07416099,1235,154.38925973000093,-46.28619424026146,2196.8079,914.61053,8296.748,128.99464,19.44273,0.01688471,240.92409,152.23218,373.67334,36,31.04978,0,1.074931,0.06970775,0.17360845816332426,0.5980358
1088,154.35307729216424,-46.28623493594321,1965.9907,912.98334,1933.4194,54.1388,20.558186,0.030409718,94.87231,68.92337,119.7952,21,8.810502,0,1.0160614,0.01580751,1237,154.3530996050795,-46.28627282767352,1966.1301,913.33435,5681.458,108.19826,19.85385,0.020681893,240.11938,152.23218,326.57138,26,69.67786,0,1.0545564,0.05173397,0.14727226858097597,0.70433617
1089,154.64413550794393,-46.28685444724475,3822.6074,937.7983,49539.754,239.93329,17.036615,0.0052597667,111.76583,68.92337,1008.5875,169,-5.51226,0,1.0453758,0.04340619,1236,154.64426571121416,-46.286875182279935,3823.4358,937.99976,132914.1,419.82217,16.431072,0.0034302373,258.6801,152.23218,2816.9045,187,-50.469967,0,1.0870218,0.08005524,0.3324060168674093,0.60554314
1090,154.31999015140443,-46.29007707231245,1754.6367,946.71124,124702.445,372.25488,16.034313,0.0032418675,94.71354,68.92337,2234.5894,292,12.465029,0,1.269615,0.21235973,1234,154.32005251300467,-46.29011532838235,1755.0316,947.06757,370269.88,668.5641,15.318704,0.0019608957,240.9201,152.23218,7178.177,331,23.060732,0,1.1984007,0.16555464,0.20744483831145094,0.71560955
1091,154.37584896184705,-46.288623598647,2111.0625,936.28143,38987.047,214.95978,17.2967,0.005987792,95.6434,68.92337,806.855,152,-10.543316,0,1.0623429,0.05868435,1240,154.37592219121927,-46.28866606490528,2111.5261,936.67755,113028.87,390.41742,16.607027,0.003751195,241.418,152.23218,2563.589,170,-89.320015,0,1.053141,0.050459504,0.2378203928921133,0.68967247
1092,154.04709318627505,-46.28856760767158,13.927461,921.7923,4912.2505,83.396255,19.5458,0.018437238,98.92902,68.92337,166.08585,43,-73.551704,0,1.0671444,0.06291968,1238,154.04708188250282,-46.28856701655317,13.855377,921.7865,16789.69,175.85852,18.677393,0.011374978,242.14871,152.23218,532.61365,61,50.01364,0,1.216877,0.17822427,0.028200753505907693,0.8684063
1093,154.0524585621654,-46.29037551264595,48.076473,938.63995,32533.37,198.30907,17.493177,0.006619777,97.44682,68.92337,594.2192,143,-33.63281,0,1.0193244,0.018958032,1246,154.0525095525294,-46.290388244634755,48.40119,938.75903,83170.125,342.06006,16.94008,0.004466474,236.48648,152.23218,1645.3258,146,60.915264,0,1.1640943,0.14096314,0.13487158143325154,0.5530968
1094,154.42473720355792,-46.287500629209795,2423.011,928.73596,12542.537,128.21034,18.528036,0.011101138,95.49185,68.92337,333.06354,82,-7.8007355,0,1.1175864,0.105214596,1243,154.4248219998338,-46.28753196588274,2423.5493,929.0303,30242.537,222.43535,18.038454,0.007987583,240.2888,152.23218,838.55865,83,79.49393,0,1.0260454,0.025384307,0.2392217506134475,0.48958206
1095,154.32725017489392,-46.28720187738155,1801.1621,920.54407,4429.127,79.55689,19.658205,0.019506956,94.804405,68.92337,177.3131,40,-6.1129317,0,1.1436466,0.12560403,1245,154.32731705429248,-46.28724401308641,1801.5856,920.9365,9959.531,137.83192,19.244402,0.015029369,240.85265,152.23218,424.21967,39,88.07122,0,1.0829121,0.076564014,0.2251479840586627,0.4138031
1096,154.58153315901512,-46.28633896639695,3423.324,928.3572,9697.709,114.326355,18.807327,0.012802861,96.66293,68.92337,365.33017,60,69.25706,2,1.1424577,0.12469405,1249,154.58160909333284,-46.28628856079258,3423.8137,927.89734,22206.39,194.84645,18.373804,0.009528935,238.95526,152.23218,702.8063,68,-46.898586,0,1.1218873,0.10864484,0.2619437090033574,0.43352318
1097,154.59398410581616,-46.28567505068812,3502.8193,923.1349,3849.8264,75.19967,19.810398,0.021213124,96.83306,68.92337,151.99713,38,28.909304,0,1.1364337,0.120054245,1241,154.59410911081198,-46.2856920818798,3503.615,923.3013,24413.168,211.12816,18.270939,0.009391865,238.57161,152.23218,597.00867,70,7.76415,2,1.1617458,0.1392265,0.3169770837080765,1.5394592
1098,154.68266873961645,-46.285829420017286,4068.5276,931.3757,10557.183,118.82763,18.71513,0.012223602,108.67116,68.92337,294.2566,75,-9.823127,0,1.03712,0.035791397,1252,154.68283246012479,-46.28583298151757,4069.5715,931.42175,27867.418,215.96034,18.127258,0.008416027,249.47244,152.23218,789.58746,81,-50.449684,0,1.1449314,0.12658525,0.4075089411482981,0.58787155
1099,154.16456848658405,-46.28955894658535,763.2596,934.9377,15442.429,141.09512,18.302212,0.009922617,92.69561,68.92337,354.04453,94,-20.416527,0,1.086979,0.08001912,1248,154.1646185003821,-46.28959150324906,763.5768,935.2402,46094.324,267.5564,17.580881,0.0063037314,235.29935,152.23218,1006.98254,110,47.445602,0,1.0660484,0.061956227,0.17092783191525301,0.72133064
1100,154.53060077152455,-46.28557621353303,3098.4995,917.7391,1223.5083,43.457664,21.054983,0.038573522,97.827354,68.92337,115.63612,14,0.11383998,0,1.0209823,0.020551085,1242,154.5306629798932,-46.2856136876643,3098.8926,918.08923,8565.275,130.9194,19.408146,0.016599404,242.73022,152.23218,351.51428,37,-67.22509,0,1.0952272,0.0869475,0.20530886645384833,1.6468372
1101,154.37330693063592,-46.28660458480438,2095.0093,917.5024,662.6545,32.290695,21.720783,0.05292003,95.414055,68.92337,94.76284,8,89.4378,0,1.1924828,0.16141349,1244,154.37338629239585,-46.28664431450509,2095.5125,917.87354,5934.2217,110.41455,19.806591,0.02020656,241.13716,152.23218,306.26913,27,10.957462,0,1.0953232,0.08702749,0.2437975659180086,1.9141922
1102,154.49230597613484,-46.28729746412057,2854.0488,931.0757,8853.966,109.2783,18.906155,0.013403737,96.46558,68.92337,271.12274,65,-13.378516,0,1.0719374,0.06710976,1253,154.49239769209794,-46.287324310849414,2854.6313,931.32947,29045.594,217.60872,18.082298,0.00813628,240.5662,152.23218,834.9281,79,-51.29186,0,1.0570523,0.05397302,0.247792062165832,0.82385635
1103,154.22994333600315,-46.28758998992455,1180.4053,919.46545,1254.4911,43.26716,21.027832,0.03745593,92.175934,68.92337,220.83594,13,-55.40409,0,1.1889709,0.15893656,1254,154.22996382925197,-46.287674933497605,1180.5306,920.2505,3368.8696,86.83492,20.42129,0.027992394,237.35931,152.23218,233.24074,18,87.72686,0,1.2134997,0.17593718,0.31001753125303777,0.6065426
1104,154.1822902349381,-46.28780572903707,876.4072,919.4522,2060.2642,56.150364,20.489193,0.029597804,93.20327,68.92337,112.27721,23,-6.0364475,0,1.511813,0.33854258,1239,154.18230350065483,-46.287849109264464,876.4893,919.8532,12021.865,154.40508,19.04007,0.013948244,237.49629,152.23218,379.1507,51,23.532452,0,1.1960112,0.16388738,0.15961766804449473,1.4491234
1105,154.3418505226242,-46.28788675023563,1894.2465,927.63135,3882.2332,75.09922,19.801296,0.021007948,94.795975,68.92337,149.89044,37,-14.773275,0,1.2425308,0.19519097,1250,154.34190023264009,-46.2879284947269,1894.5603,928.01935,18354.059,180.25145,18.58067,0.010665383,240.95883,152.23218,573.8675,61,87.931816,0,1.0519923,0.04942274,0.19462049064802264,1.2206268
1106,154.07905536993508,-46.293996134887124,217.56915,972.88165,12417.023,130.84323,18.538956,0.011443624,95.75905,68.92337,252.92462,90,-68.25103,0,1.0794175,0.073574424,1323,154.07906717214703,-46.29400774327313,217.64389,972.9892,27096.1,218.98235,18.157732,0.008776718,233.21063,152.23218,566.0082,90,59.912785,0,1.1293815,0.11455959,0.05107129325298451,0.38122368
1107,154.46865762286916,-46.286903353034205,2703.2327,925.9206,2096.043,56.468063,20.470499,0.029257186,96.07703,68.92337,119.60325,23,-18.199585,0,1.1217744,0.1085552,1255,154.4687349765398,-46.286939973843836,2703.723,926.26355,6213.6787,112.7057,19.756628,0.019698218,239.62024,152.23218,337.46808,28,7.38645,0,1.0102403,0.010136485,0.2332657365554323,0.713871
1108,154.338673047885,-46.28868129729483,1873.9167,934.7979,5792.5054,90.37544,19.366835,0.016943917,94.8664,68.92337,193.44684,50,-9.008046,0,1.1675304,0.14349121,1261,154.33875293188336,-46.28872007650279,1874.4233,935.1601,13235.868,156.81657,18.93562,0.012866764,241.00221,152.23218,474.15573,49,53.659725,0,1.0472069,0.045078814,0.24286182406719128,0.4312153
1109,154.47486752047104,-46.289778149579426,2742.5808,952.85175,55522.746,253.2213,16.912823,0.004952895,96.202225,68.92337,1143.8054,181,9.115297,2,1.100301,0.091157794,1257,154.47494674281435,-46.28980804507615,2743.0833,953.13275,152517.84,445.68527,16.281698,0.0031734924,240.1816,152.23218,3275.8318,199,63.294865,2,1.0347998,0.033629537,0.2245486646952897,0.6311245
1110,154.25901287035035,-46.288913470002704,1365.7542,932.9954,3352.4229,70.14317,19.960604,0.022722518,93.7895,68.92337,136.26344,33,15.375591,0,1.0033337,0.0033225417,1267,154.25907008721387,-46.288954150378906,1366.1163,933.3736,8431.87,129.51733,19.42519,0.016681451,240.96384,152.23218,355.72726,36,19.943184,0,1.1771054,0.15045846,0.2042236376918939,0.53541374
1111,154.43967283985828,-46.287008295794664,2518.3286,925.0913,954.7772,38.43598,21.324245,0.04371855,96.40782,68.92337,103.3777,11,14.483615,0,1.3949958,0.28315198,1264,154.43975798365773,-46.287041564508556,2518.869,925.4036,3340.618,85.32471,20.430433,0.02773817,242.01584,152.23218,249.33122,17,14.385319,0,1.2681243,0.21143383,0.24333315582056486,0.8938122
1112,154.10758314152451,-46.28965489945508,399.74734,933.7474,2977.9395,66.712616,20.08921,0.024328869,92.692856,68.92337,127.622314,31,-44.254574,0,1.0412992,0.03966129,1265,154.1076520440304,-46.289707119391075,400.1843,934.23175,8124.9204,129.22668,19.465452,0.017272806,231.62192,152.23218,324.28668,37,46.775196,0,1.0986692,0.08980793,0.25440239717866714,0.6237583
1113,154.47309171748927,-46.28937184609244,2731.2908,948.98816,19346.521,155.84277,18.057493,0.008748097,96.19128,68.92337,433.67212,104,13.001821,2,1.0653174,0.061312556,1259,154.4731411794656,-46.2894044318839,2731.6033,949.2921,60362.113,297.71658,17.288088,0.0053563435,240.07382,152.23218,1383.5314,122,79.91256,2,1.0871948,0.080201626,0.17000387874843226,0.76940536
1114,154.4817291414653,-46.28892775834347,2786.428,945.4408,9661.516,113.5421,18.811386,0.012762669,96.23964,68.92337,275.20074,68,-3.166835,0,1.1549673,0.13417459,1269,154.48180826345563,-46.28896070713291,2786.9297,945.75,23762.783,200.5412,18.300257,0.0091650775,240.28262,152.23218,738.749,71,87.94969,0,1.0596106,0.05625707,0.22980809252013482,0.5111294
1116,154.53312316047032,-46.2890093044471,3114.2502,949.6018,15226.063,139.307,18.317532,0.009936081,97.71608,68.92337,394.89185,88,-8.043713,0,1.0994585,0.09046131,1268,154.53323185979636,-46.2890274436223,3114.942,949.7767,44404.69,260.8502,17.621428,0.0063795806,242.78224,152.23218,1157.4973,102,-80.814835,0,1.0430212,0.041246653,0.2781817058643745,0.69610405
1117,154.47629586274917,-46.287770106754046,2751.8772,934.4067,1479.3356,47.821632,20.848833,0.0351065,96.20533,68.92337,124.64069,17,14.069162,0,1.2477924,0.19858462,1271,154.47635062459182,-46.28776415365315,2752.227,934.35516,4004.3333,91.6925,20.233675,0.024867574,239.95406,152.23218,283.88196,19,6.991761,0,1.0878755,0.08077717,0.13790820112429644,0.6151581
1118,154.20365591055216,-46.29189484642986,1012.4538,958.07605,26592.783,180.49467,17.712091,0.007371068,93.06293,68.92337,566.4617,126,7.935118,0,1.0328043,0.031762302,1275,154.20370412570995,-46.29192600383849,1012.75946,958.36566,76431.2,329.26007,17.031822,0.004678409,237.5588,152.23218,1682.4877,138,61.787796,0,1.0991348,0.09019351,0.16421426805954004,0.68026924
1119,154.50881938977258,-46.288200307404395,2959.3005,940.4958,2578.8203,61.757042,20.245447,0.026007298,97.19102,68.92337,136.61699,26,2.1863503,0,1.0796957,0.07381308,1280,154.50887693666982,-46.28821643662106,2959.666,940.6485,6775.594,117.16648,19.662632,0.018779578,241.0968,152.23218,331.24664,30,-47.801464,0,1.1262827,0.11212343,0.15448749367284054,0.5828152
1120,154.599842220627,-46.288391530666594,3539.8987,948.6409,8457.511,107.00599,18.955894,0.013740272,96.87164,68.92337,248.69661,63,-17.087414,0,1.1046407,0.09472829,1284,154.59997924069754,-46.28841093612182,3540.7708,948.8302,20406.08,188.33372,18.465601,0.010023014,238.3168,152.23218,632.69763,65,-57.114662,0,1.1023364,0.09283596,0.34795046867918644,0.4902935
1121,154.38179611577297,-46.288609202561744,2148.9998,936.4814,1044.8058,40.185287,21.226412,0.0417697,95.87274,68.92337,111.07078,12,88.37933,0,1.3544701,0.2617039,1270,154.38184608191028,-46.28864391861512,2149.3157,936.8047,5700.455,108.28601,19.850225,0.020629687,241.42511,152.23218,321.57614,26,-83.01858,0,1.0901219,0.082671344,0.17626696759677016,1.3761864
1122,154.4789572929942,-46.288634991159924,2768.7742,942.5605,2727.1567,63.32277,20.184725,0.0252162,96.22407,68.92337,143.87927,27,19.25644,0,1.0667087,0.062536895,1279,154.4790385464139,-46.288661359185056,2769.29,942.8091,8280.567,128.03003,19.444849,0.016791195,240.16768,152.23218,368.27557,35,-84.827354,0,1.058653,0.05540347,0.22331298444036196,0.7398758
1123,154.39374700236453,-46.2922374491703,2224.9329,970.65137,93053.04,322.8259,16.352173,0.0037676247,95.6394,68.92337,1835.3259,226,-1.1441591,0,1.0807331,0.07470214,1273,154.39382499962124,-46.29227295818677,2225.4275,970.9836,287512.97,591.2876,15.593356,0.002233424,242.43068,152.23218,5996.299,268,-46.580788,0,1.0093585,0.0092718005,0.23234683531581904,0.7588167
1124,154.6450072812522,-46.28934938596909,3827.889,960.89594,26572.404,180.7013,17.712923,0.0073851654,109.42675,68.92337,585.29425,128,21.710514,0,1.059682,0.056320667,1283,154.64512538720533,-46.28937038384869,3828.64,961.0989,89029.1,354.13736,16.866169,0.004319859,255.8853,152.23218,1965.7926,157,-51.21314,0,1.0822092,0.07596421,0.3033760446648571,0.8467541
1125,154.45006542697598,-46.29055901129816,2584.3062,958.5048,21905.055,164.71347,17.92264,0.008166098,96.415924,68.92337,526.0672,110,-2.7258925,0,1.0703429,0.06571996,1274,154.45012921387297,-46.29058725738844,2584.7104,958.7695,83622.414,342.0437,16.934193,0.004442104,242.12642,152.23218,1976.589,144,-87.213524,0,1.026465,0.025782704,0.18846296513839042,0.9884472
1126,154.19271916258757,-46.29187204320918,942.6936,957.4124,18449.137,152.93654,18.10906,0.009002539,93.6118,68.92337,423.58105,104,-7.3679357,0,1.1004533,0.09128356,1278,154.1927703042431,-46.29190148968918,943.01807,957.68634,51982.914,279.58942,17.450348,0.005841037,238.23196,152.23218,1202.7648,113,61.836727,0,1.1239771,0.11030215,0.1655951824104134,0.6587124
1127,154.22558945597487,-46.29140737170626,1152.3904,954.51373,16408.105,146.4362,18.236355,0.009692144,92.28843,68.92337,348.17908,106,-20.2988,0,1.3299353,0.24808377,1276,154.2256475461913,-46.29144491732825,1152.7585,954.86285,37586.957,249.30318,17.802406,0.007203117,236.99553,152.23218,808.86414,106,-24.744694,0,1.1407655,0.12339568,0.19786500981966432,0.43394852
1128,154.40921298196633,-46.28984664577888,2323.784,949.4755,9170.526,110.93156,18.868015,0.013136833,95.26771,68.92337,262.1539,66,-1.9502634,0,1.1631862,0.14029247,1277,154.40930218007264,-46.28987794878508,2324.3503,949.7697,27725.09,214.01239,18.132818,0.008382929,240.88904,152.23218,765.2391,78,-58.042248,0,1.0039687,0.00395298,0.24886846562830356,0.73519707
1129,154.27038691950304,-46.298496025313824,1437.6536,1021.98566,3094767.8,1775.1761,12.54743,6.229357E-4,97.39174,68.92337,52013.562,1189,-7.360692,0,1.0544014,0.051594615,1093,154.27045484582595,-46.29853360311108,1438.0842,1022.33575,6210858.0,2547.3425,12.257121,4.4541576E-4,248.6639,152.23218,113304.76,1176,50.639664,0,1.027332,0.026604831,0.21643608726778543,0.29030895
